trans_id,promotion_type,promotion_id,promotion_code,promotion_name,campaign_period_start,campaign_period_end,promotion_create_date,promotion_update_date,conditions,condition_headline_level_1,condition_headline_level_2,short_description,condition_no,condition_criteria,tier_spending_condition,condition_building,main_reward_type,main_reward_value,main_reward_usage_condition,included_list_category_code,include_list_category_name,included_list_brand_code,include_list_brand_name,include_list_tenant_id,include_list_tenant_name,excluded_list_category_code,exclude_list_category_name,excluded_list_brand_code,exclude_list_brand_name,exclude_list_tenant_id,exclude_list_tenant_name,category_criteria_created_date,category_criteria_updated_date,terms_and_conditions,artwork/key_visual,customer_artwork,headline_level_1,multiple_promotion_eligibility_(extra_flag)
67f4eb0bd63bd97b51a78911_67f4eb0bd63bd97b51a7891a,Bank,67f4eb0bd63bd97b51a78911,CMP-25-00405,[Tourist] ** GC ลอทใหม่ ** ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-04-10 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-04-08 16:23:23.623 +0700,2025-06-25 13:09:49.311 +0700,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) ",,,,67f4eb0bd63bd97b51a7891a,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) ",15000,"SC,SD,SPD",PHYSICAL_GIFT_CARD,1000,,,,,,,,,,,,,,,,,,,,TRUE
67f4eb0bd63bd97b51a78911_67f4eb0bd63bd97b51a78915,Bank,67f4eb0bd63bd97b51a78911,CMP-25-00405,[Tourist] ** GC ลอทใหม่ ** ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-04-10 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-04-08 16:23:23.623 +0700,2025-06-25 13:09:49.311 +0700,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",,,,67f4eb0bd63bd97b51a78915,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",5000,"SC,SD,SPD",PHYSICAL_GIFT_CARD,250,,,,,,,,,,,,,,,,,,,,TRUE
6786410d896f2591ddd643cb_678773c5c669753d7b8dcbf8,Mall/VIZ/Platinum,6786410d896f2591ddd643cb,CMP-25-00055,[Tourist] ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:48:45.924 +0700,2025-06-24 20:10:26.087 +0700,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",,,,678773c5c669753d7b8dcbf8,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",5000,,PHYSICAL_GIFT_CARD,,,,,,,,,,,,,,,,,,,,,TRUE
67864193c669753d7b831703_67864193c669753d7b83170b,Mall/VIZ/Platinum,67864193c669753d7b831703,CMP-25-00056,[Tourist] ICONSIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:50:59.868 +0700,2025-06-24 17:53:40.843 +0700,"3) พิเศษช่วงตรุษจีน (24-31 มกราคม 2568) นักท่องเที่ยวต่างชาติมียอดใช้จ่ายภายในศูนย์ครบ 20,000 บาทขึ้นไป (รวมใบเสร็จได้)
รับทันที: สบู่ส้มมาดามเฮง 1 แพ็ค (4 ก้อน) จำนวนสิทธิ์:       100 สิทธิ์",,,,67864193c669753d7b83170b,"3) พิเศษช่วงตรุษจีน (24-31 มกราคม 2568) นักท่องเที่ยวต่างชาติมียอดใช้จ่ายภายในศูนย์ครบ 20,000 บาทขึ้นไป (รวมใบเสร็จได้)
รับทันที: สบู่ส้มมาดามเฮง 1 แพ็ค (4 ก้อน) จำนวนสิทธิ์:       100 สิทธิ์",15000,,PHYSICAL_GIFT,,,,,,,,,,,,,,,,,,,,,FALSE
67f4eb0bd63bd97b51a78911_67f4eb0bd63bd97b51a78913,Bank,67f4eb0bd63bd97b51a78911,CMP-25-00405,[Tourist] ** GC ลอทใหม่ ** ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-04-10 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-04-08 16:23:23.623 +0700,2025-06-25 13:09:49.311 +0700,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",,,,67f4eb0bd63bd97b51a78913,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",5000,"SC,SD,SPD",PHYSICAL_GIFT_CARD,250,,,,,,,,,,,,,,,,,,,,TRUE
6786410d896f2591ddd643cb_678773c5c669753d7b8dcc01,Mall/VIZ/Platinum,6786410d896f2591ddd643cb,CMP-25-00055,[Tourist] ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:48:45.924 +0700,2025-06-24 20:10:26.087 +0700,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) 400 รางวัล (2 สิทธิ์/คน /วัน )	",,,,678773c5c669753d7b8dcc01,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) 400 รางวัล (2 สิทธิ์/คน /วัน )	",15000,,,,,,,,,,,,,,,,,,,,,,,FALSE
67864193c669753d7b831703_67864193c669753d7b831708,Mall/VIZ/Platinum,67864193c669753d7b831703,CMP-25-00056,[Tourist] ICONSIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:50:59.868 +0700,2025-06-24 17:53:40.843 +0700,"2) นักท่องเที่ยวต่างชาติมียอดใช้จ่ายภายในศูนย์ครบ 8,000 บาทขึ้นไป (รวมใบเสร็จได้)
รับทันที: บัตร Siam Gift Card ใบละ 300 บาท (สำหรับใช้ขั้นต่ำ ครั้งถัดไป 1,000 บาท)  จำนวนสิทธิ์:       400 สิทธิ์",,,,67864193c669753d7b831708,"2) นักท่องเที่ยวต่างชาติมียอดใช้จ่ายภายในศูนย์ครบ 8,000 บาทขึ้นไป (รวมใบเสร็จได้)
รับทันที: บัตร Siam Gift Card ใบละ 300 บาท (สำหรับใช้ขั้นต่ำ ครั้งถัดไป 1,000 บาท)  จำนวนสิทธิ์:       400 สิทธิ์",8000,,PHYSICAL_GIFT_CARD,,,,,,,,,,,,,,,,,,,,,FALSE
6786410d896f2591ddd643cb_678f6cd1896f2591dd484e68,Mall/VIZ/Platinum,6786410d896f2591ddd643cb,CMP-25-00055,[Tourist] ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:48:45.924 +0700,2025-06-24 20:10:26.087 +0700,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) 400 รางวัล (2 สิทธิ์/คน /วัน )	",,,,678f6cd1896f2591dd484e68,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) 400 รางวัล (2 สิทธิ์/คน /วัน )	",15000,"SC,SD,SPD",PHYSICAL_GIFT_CARD,1000,,,,,,,,,,,,,,,,,,,,TRUE
67864193c669753d7b831703_67874140896f2591dddd82e2,Mall/VIZ/Platinum,67864193c669753d7b831703,CMP-25-00056,[Tourist] ICONSIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:50:59.868 +0700,2025-06-24 17:53:40.843 +0700,"ICONSIAM 
(1) บัตร Siam Gift Card 250 THB ",,,,67874140896f2591dddd82e2,"ICONSIAM 
(1) บัตร Siam Gift Card 250 THB ",50000,,PHYSICAL_GIFT_CARD,,,,,,,,,,,,,,,,,,,,,FALSE
6786410d896f2591ddd643cb_678773c5c669753d7b8dcbff,Mall/VIZ/Platinum,6786410d896f2591ddd643cb,CMP-25-00055,[Tourist] ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:48:45.924 +0700,2025-06-24 20:10:26.087 +0700,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) 400 รางวัล (2 สิทธิ์/คน /วัน )	",,,,678773c5c669753d7b8dcbff,"ใช้จ่ายผ่านบัตร Mastercard 15,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport	รับฟรี : GC 1,000 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป) 400 รางวัล (2 สิทธิ์/คน /วัน )	",15000,,,,,,,,,,,,,,,,,,,,,,,FALSE
6786410d896f2591ddd643cb_678773c5c669753d7b8dcbfc,Mall/VIZ/Platinum,6786410d896f2591ddd643cb,CMP-25-00055,[Tourist] ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:48:45.924 +0700,2025-06-24 20:10:26.087 +0700,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",,,,678773c5c669753d7b8dcbfc,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",5000,,,,,,,,,,,,,,,,,,,,,,,TRUE
67f4eb0bd63bd97b51a78911_67f4eb0bd63bd97b51a78917,Bank,67f4eb0bd63bd97b51a78911,CMP-25-00405,[Tourist] ** GC ลอทใหม่ ** ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-04-10 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-04-08 16:23:23.623 +0700,2025-06-25 13:09:49.311 +0700,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",,,,67f4eb0bd63bd97b51a78917,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",5000,"SC,SD,SPD",PHYSICAL_GIFT_CARD,250,,,,,,,,,,,,,,,,,,,,TRUE
6786410d896f2591ddd643cb_678f6cd1896f2591dd484e5f,Mall/VIZ/Platinum,6786410d896f2591ddd643cb,CMP-25-00055,[Tourist] ONESIAM x Rewarding travel moments in THAILAND with Mastercard 2025,2025-01-21 00:00:00.000 +0700,2026-01-20 23:59:59.999 +0700,2025-01-14 17:48:45.924 +0700,2025-06-24 20:10:26.087 +0700,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",,,,678f6cd1896f2591dd484e5f,"ใช้จ่ายผ่านบัตร Mastercard 5,000 บาทขึ้นไป (ภายใน 1 วัน) + แสดง Passport 
รับฟรี : GC 250 บาท (ไม่กำหนดขั้นต่ำในการใช้จ่ายครั้งถัดไป)  (2 สิทธิ์/คน/วัน )			
",5000,"SC,SD,SPD",PHYSICAL_GIFT_CARD,250,,,,,,,,,,,,,,,,,,,,TRUE
